title,timesCited,year,percentNonCS,numAuths
Industry practices and event logging: assessment of a critical software development process,,2015,0.0,7
A case study in locating the architectural roots of technical debt,,2015,6.06060606060606,11
Design and evaluation of a customizable multi-domain reference architecture on top of product lines of self-driving heavy vehicles: an industrial case study,,2015,6.25,9
Approximating attack surfaces with stack traces,,2015,13.953488372093,8
Avoiding security pitfalls with functional programming: a report on the development of a secure XML validator,,2015,21.4285714285714,7
Should we move to stack overflow?: measuring the utility of social media for developer support,,2015,46.6666666666667,4
A field study on fostering structural navigation with prodet,,2015,14.2857142857143,10
How and when to transfer software engineering research via extensions,,2015,46.1538461538462,6
Evolution of software development strategies,6,2015,17.5,7
Drawing insight from student perceptions of reflective design learning,,2015,21.4285714285714,5
Effectiveness of persona with personality traits on conceptual design,,2015,15.7894736842105,7
Industry/university collaboration in software engineering education: refreshing and retuning our strategies,,2015,10.0,4
Novice code understanding strategies during a software maintenance assignment,,2015,0.0,4
Learning global agile software engineering using same-site and cross-site teams,,2015,14.8148148148148,12
Code repurposing as an assessment tool,,2015,16.6666666666667,4
Remote development and distance delivery of innovative courses: challenges and opportunities,,2015,0.0,5
Improving student group work with collaboration patterns: a case study,,2015,7.69230769230769,6
Teaching software systems thinking at the open university,,2015,14.2857142857143,9
Masters-level software engineering education and the enriched student context,,2015,11.1111111111111,5
Combining mastery learning with project-based learning in a first programming course: an experience report,,2015,10.0,4
Collaborative and cooperative-learning in software engineering courses,,2015,46.1538461538462,6
Using GSwE2009 for the evaluation of a master degree in software engineering in the universidad de la república,,2015,11.7647058823529,6
System thinking: educating t-shaped software engineers,,2015,6.66666666666667,5
Transparently teaching in the context of game-based learning: the case of simulES-W,,2015,7.89473684210526,6
Educating software engineering managers: revisited: what software project managers need to know today,,2015,16.9811320754717,5
Contest based learning with blending software engineering and business management: for students' high motivation and high practice ability,,2015,0.0,4
Concurrent software engineering and robotics education,,2015,21.4285714285714,6
The development of a dashboard tool for visualising online teamwork discussions,,2015,12.1951219512195,8
Software design studio: a practical example,,2015,7.14285714285714,7
Code hunt: experience with coding contests at scale,,2015,23.5294117647059,8
Does outside-in teaching improve the learning of object-oriented programming?,,2015,14.2857142857143,6
Active and inductive learning in software engineering education,,2015,25.0,5
In search of the emotional design effect in programming,,2015,10.0,7
Experiences in developing and delivering a programme of part-time education in software and systems security,,2015,8.57142857142857,9
Teaching software architecture to undergraduate students: an experience report,,2015,27.7777777777778,5
CS/SE instructors can improve student writing without reducing class time devoted to technical content: experimental results,,2015,18.1818181818182,10
Sustainability design and software: the karlskrona manifesto,,2015,32.6530612244898,10
Interdisciplinary design patterns for socially aware computing,,2015,12.5,10
The role of design thinking and physical prototyping in social software engineering,,2015,4.8780487804878,9
On the role of value sensitive concerns in software engineering practice,,2015,14.2857142857143,6
Engineering sustainability through language,,2015,12.5,6
Enabling the definition and enforcement of governance rules in open source systems,,2015,10.7142857142857,5
AppCivist: a service-oriented software platform for socially sustainable activism,,2015,22.2222222222222,6
SOA4DM: applying an SOA paradigm to coordination in humanitarian disaster response,,2015,14.7058823529412,5
Managing emergent ethical concerns for software engineering in society,,2015,0.0,7
Dementia and social sustainability: challenges for software engineering,,2015,16.6666666666667,7
Cognitively sustainable ICT with ubiquitous mobile services: challenges and opportunities,,2015,19.6078431372549,5
New initiative: the naturalness of software,,2015,13.0434782608696,4
"Virtual reality in software engineering: affordances, applications, and challenges",,2015,14.2857142857143,6
CodeAware: sensor-based fine-grained monitoring and management of software artifacts,,2015,25.0,6
Free hugs: praising developers for their actions,,2015,18.75,6
How (much) do developers test?,,2015,21.4285714285714,6
A vision of crowd development,,2015,10.0,5
When app stores listen to the crowd to fight bugs in the wild,,2015,18.1818181818182,7
Incorporating human intention into self-adaptive systems,,2015,22.2222222222222,5
An initiative to improve reproducibility and empirical evaluation of software testing techniques,,2015,8.33333333333333,6
Inferring behavioral specifications from large-scale repositories by leveraging collective intelligence,,2015,15.3846153846154,7
Fast feedback cycles in empirical software engineering research,,2015,14.2857142857143,7
Dynamic safety cases for through-life safety assurance,,2015,0.0,6
Correctness and relative correctness,,2015,7.69230769230769,6
On architectural diversity of dynamic adaptive systems,,2015,0.0,9
Information transformation: an underpinning theory for software engineering,,2015,10.0,7
A unified framework for the comprehension of software's time dimension,,2015,10.5263157894737,6
Smart programming playgrounds,,2015,25.0,7
Capsule-oriented programming,,2015,21.2121212121212,4
Evolution-aware monitoring-oriented programming,,2015,14.2857142857143,6
Towards explicitly elastic programming frameworks,,2015,16.6666666666667,4
Optimising energy consumption of design patterns,,2015,11.1111111111111,5
Mining software repositories for social norms,,2015,0.0,7
Commit bubbles,,2015,27.2727272727273,6
"Rapid multi-purpose, multi-commit code analysis",,2015,15.3846153846154,5
Leveraging informal documentation to summarize classes and methods in context,,2015,13.6363636363636,6
Bixie: finding and understanding inconsistent code,,2015,33.3333333333333,6
TaskNav: task-based navigation of software documentation,,2015,6.25,7
ViDI: the visual design inspector,,2015,0.0,6
Bootstrapping mobile app development,,2015,0.0,6
Source code curation on StackOverflow: the vesperin system,,2015,0.0,5
The ECCO tool: extraction and composition for clone-and-own,,2015,11.1111111111111,7
Extract package refactoring in ARIES,,2015,0.0,10
scvRipper: video scraping tool for modeling developers' behavior using interaction data,,2015,13.3333333333333,8
Chiminey: reliable computing and data management platform in the cloud,,2015,9.09090909090909,13
Automated program repair in an integrated development environment,,2015,0.0,7
FlexiSketch Team: collaborative sketching and notation creation on the fly,,2015,26.3157894736842,6
Interactive synthesis using free-form queries,,2015,29.6296296296296,5
Varis: IDE support for embedded client code in PHP web applications,,2015,30.0,6
Mu-Mmint: an IDE for model uncertainty,,2015,5.88235294117647,8
StriSynth: synthesis for live programming,,2015,11.1111111111111,7
CACHECA: a cache language model based code suggestion tool,,2015,0.0,7
